,index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.AgesAllowed,attributes.Open24Hours,attributes.ByAppointmentOnly,attributes.Corkage,attributes.BYOBCorkage,attributes.DriveThru,attributes.GoodForDancing,attributes.CoatCheck,attributes.BestNights,attributes.BYOB,attributes.Smoking,attributes.Music,attributes.BusinessAcceptsBitcoin,attributes.WheelchairAccessible,attributes.RestaurantsTableService,attributes.DogsAllowed,attributes.HappyHour,attributes.BikeParking,attributes.RestaurantsGoodForGroups,attributes.Ambience,attributes.Caters,attributes.GoodForMeal,attributes.NoiseLevel,attributes.RestaurantsReservations,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,attributes.GoodForKids,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.OutdoorSeating,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsPriceRange2,hours.Sunday,hours.Saturday,hours.Friday,hours.Thursday,hours.Wednesday,hours.Tuesday,hours.Monday
40,3070,HGtJeZ5ifqRwknvsBlB8fQ,Tocayo Taqueria & Tequila,810 Ivy St,Pittsburgh,PA,15232,40.451213,-79.932284,4.5,94,1,"Tacos, Mexican, Restaurants, Lounges, Nightlife, Bars",,,,,,False,,,,,,,,,True,False,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,"{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",u'average',True,True,u'full_bar',,True,,True,False,False,"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",u'no',2,11:0-21:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0
41,3258,_EGWxiD27k3ahcFpmbSjQg,Great Wall Chinese Food,243 Brownsville Rd,Pittsburgh,PA,15210,40.4147164,-79.9875146,3.5,4,0,"Restaurants, Chinese",,,,,,,,,,,,,,,,,,True,,,,,u'average',,,,u'casual',True,,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,12:0-22:0,11:0-23:0,11:0-23:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30
42,3325,3eexaenBq8HvkTiYjVl3Pg,McKnight Kitchen,4860 McKnight Rd,Pittsburgh,PA,15237,40.5294531223,-80.0084148132,3.5,115,1,"Sushi Bars, Asian Fusion, Thai, Restaurants",,,,,,,,,,,,,,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none','casual',True,True,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'no',2,11:0-21:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
43,3500,gbDZhohLAOL1ufdVWHMTxQ,Pizza Hut,4710 Baum Blvd,Pittsburgh,PA,15213,40.4538812,-79.949570481,2.0,11,1,"Chicken Wings, Restaurants, Pizza, Italian",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'average',False,True,u'none','casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
44,3521,DUYO3j2zAjsQ94HYqbFsCA,Gaby Et Jules,6006 Penn Ave,Pittsburgh,PA,15206,40.4610119,-79.9243986,4.5,5,1,"Specialty Food, Food, Restaurants, Bakeries, Chocolatiers & Shops, Cafes, Desserts, Macarons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30
45,3529,3frFidAcPVYAFB2RxxkIdA,Star of India,412 S Craig St,Pittsburgh,PA,15213,40.4448167,-79.9489713,3.5,19,0,"Pakistani, Restaurants, Indian",,,,,,,,,,,,,,,,,,,True,,,,u'average',True,,u'beer_and_wine','casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
46,3555,Zp2vJfHciG9IiXfmtH5Wdw,Beta Bites,338 S Bouquet St,Pittsburgh,PA,15213,40.4400088,-79.9532523,4.0,86,1,"Sandwiches, American (New), Moroccan, Mediterranean, Restaurants, Pizza, Seafood, American (Traditional)",,,,,,,,,,,,,False,True,False,False,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',u'casual',True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'free',1,11:0-19:0,11:0-3:0,11:0-3:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
47,3692,P7Vk5j_XzWl-9kS5qZd9aQ,Fat Angelo's Pizzeria - Pittsburgh,511 E Carson St,Pittsburgh,PA,15203,40.4288129,-79.994599,3.0,20,1,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,False,True,,,,,True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,10:0-22:0,10:0-0:30,10:0-0:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30
48,3695,P1a2WApEoMb65s14RmqV2g,Buford's Kitchen,1014 5th Ave,Pittsburgh,PA,15219,40.4387270632,-79.9904322,2.5,114,1,"Burgers, Bars, Nightlife, American (Traditional), Restaurants",,,,,,False,False,False,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,True,True,False,True,False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'full_bar',u'casual',True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,0:0-0:0
49,3946,pWJoOfYUWSkro0WNxHspFg,Claudio's Pizzeria & Ristorante,1883 Painter's Run Rd,Pittsburgh,PA,15241,40.3630141,-80.0854621,4.5,37,1,"Event Planning & Services, Caterers, Italian, Pizza, Restaurants",,,,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': None}",True,"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',True,True,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',2,16:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,
50,3985,w43yHlJzoCEqUVNRezo_7A,Restaurant Depot,86 35th St,Pittsburgh,PA,15201,40.4642807,-79.9705017,4.0,6,1,"Specialty Food, Grocery, Fruits & Veggies, Food, Shopping, Wholesalers, Restaurant Supplies, Wholesale Stores, Professional Services",,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,9:0-15:0,7:0-16:0,7:0-18:0,7:0-19:0,7:0-18:0,7:0-18:0,7:0-18:0
51,4015,_d69ooWJ_7AXYQRvVNSjmQ,Pizza Hut,7520 McKnight Rd,Pittsburgh,PA,15237,40.543238,-80.01371,2.0,12,0,"Pizza, Chicken Wings, Restaurants, Italian",,,,,,,,,,,,,,,,,,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'loud',False,False,,u'casual',True,True,True,True,False,,,1,,,,,,,
52,4020,kGDzJFasIHxrH0EAa_oSWQ,Pittsburgh Grill and Sports Bar,381 N Shore Dr,Pittsburgh,PA,15212,40.4459012,-80.0112553,2.5,22,0,"Burgers, American (New), Restaurants, Nightlife",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'loud',True,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
53,4079,995cDn3wIwi4pw4N_uLSqw,Starbucks,"1000 Ross Park Mall Drive, K108B",Pittsburgh,PA,15237,40.542894,-80.008204,4.0,5,1,"Food, Coffee & Tea, Cafes, Shopping, Restaurants",,,,,,,,,,,,,,,,,,False,,,False,,,,,,,True,,True,,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'free',2,8:0-21:0,9:30-18:30,8:0-21:30,8:0-21:30,8:0-21:0,8:0-21:0,8:0-21:0
54,4184,0PVxodALQu-soL5J8bjerQ,Ritter's Diner,5221 Baum Blvd,Pittsburgh,PA,15224,40.4564001019,-79.9412396,3.5,254,1,"Restaurants, American (Traditional), Diners, Breakfast & Brunch",,,,,'no',,,False,,,,,,,True,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}",u'average',False,True,u'none','casual',False,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',1,0:0-22:0,0:0-0:0,0:0-0:0,0:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0
55,4192,TYZIMuHwhZo_Hizenmf8Pg,BZ's Bar and Grill,140 Federal St,Pittsburgh,PA,15212,40.448071,-80.0038351,3.5,82,0,"Restaurants, Bars, Nightlife, American (New)",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'average',False,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
56,4201,3mbexLtpZcopAsgWmrJjVg,Michelle's Diner,740 E Warrington Ave,Pittsburgh,PA,15210,40.4217842,-79.9942689,4.5,6,0,"Grocery, Food, Restaurants, Delis, Diners",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'quiet',True,False,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
57,4296,R7eLlAdeIYsxux_Vm0l5sg,Carbonara's Restaurant,250 Mount Lebanon Blvd,Pittsburgh,PA,15234,40.3679633,-80.0370263,3.5,74,1,"Italian, Restaurants, Pizza",,,,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}",True,"{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
58,4316,jItwkDeMBFquEb7mAvW-Dw,Little Caesars Pizza,2953 West Liberty Ave,Pittsburgh,PA,15216,40.393766,-80.0353162,1.5,7,0,"Restaurants, Pizza",,,,,,,,,,,,,,,,,,True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,'quiet',False,True,'none','casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',1,,,,,,,
59,4389,lpxj6LFir23Ds6swW8a6fg,Grandview Saloon,1212 Grandview Ave,Pittsburgh,PA,15211,40.4381076,-80.0185368,3.0,172,1,"Restaurants, Steakhouses, Seafood, American (Traditional), Wine Bars, Caterers, Lounges, Event Planning & Services, Nightlife, Bars",,,,,,,,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,True,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'free',2,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0
60,4531,-Lovf0jkQtvb6Y_WjDn-sw,Sola Pizza,1417 E Carson St,Pittsburgh,PA,15203,40.4289664,-79.9834837,3.5,32,0,"Food, Food Delivery Services, Sandwiches, Restaurants, Pizza",,,,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,,u'average',False,False,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'no',1,11:0-0:0,16:0-3:0,16:0-3:0,16:0-3:0,16:0-0:0,16:0-0:0,16:0-0:0
61,4574,ATnRWnNk5iwwIbwS8VmuKg,Taiwan Cafe,3725 Forbes Ave,Pittsburgh,PA,15213,40.4415892334,-79.9571999251,3.5,31,0,"Taiwanese, Restaurants",,,,,,,,,,,,,,,False,,,,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'average',False,True,u'beer_and_wine',u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,,,,,,
62,4615,9veE8VGnlmErycp0_ubVeg,Hummus Pittsburgh,,Pittsburgh,PA,15222,40.4475255,-79.9933976,4.5,6,1,"Restaurants, Food, Food Trucks, Middle Eastern, Specialty Food",,,,,,,,,,,,,,,,,,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,True,,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
63,4675,7rO0ET3aQLT_NtFutyZC1w,Selamis Turkish Kebab House,5501 Centre Ave,Pittsburgh,PA,15232,40.4567865,-79.9363871,4.0,14,1,"Mediterranean, Turkish, Restaurants",,,,,,,,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,True,,,,,True,True,,,,,,,,,,,
64,4682,gn8cZOxQIZNUeiHcJ0WxMQ,Max & Erma's Restaurants,5533 Walnut St,Pittsburgh,PA,15232,40.451773,-79.9325889,3.0,6,0,"American (New), Restaurants",,,,,,,,,,,,,,,,,,,True,,,,,,,,'casual',,,,,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
65,4750,izOvku5li7kyzY76UzLP2g,Yen's Gourmet,4219 Murray Ave,Pittsburgh,PA,15217,40.4225614,-79.9285714,2.0,3,1,"Chinese, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
66,4806,yU_z2d0TnLBBFEEYMYhKJA,Latitude 360,200 Quinn Dr,Pittsburgh,PA,15275,40.4459019958,-80.1778578288,2.5,88,0,"Nightlife, Bars, Bowling, Active Life, Arcades, Arts & Entertainment, American (New), Restaurants",,,,,,,,,,,,,,,,,,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'upscale': False, 'divey': False, 'classy': False, 'trendy': False, 'hipster': False, 'casual': True}",False,,'loud',True,True,u'full_bar',u'casual',True,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",u'free',2,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
67,4817,WXd7r6Yvjxhyo1L6R3lQMA,Mario's South Side Saloon,1514 E Carson St,Pittsburgh,PA,15203,40.4286863,-79.9828571,3.5,112,1,"Restaurants, American (New), American (Traditional), Sports Bars, Bars, Nightlife",,,,,'no',,False,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}",False,,,,,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'loud',False,True,u'full_bar','casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",u'no',2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
68,4836,nddXU_T8-mFH2yqJXXNAGg,Pure & Simple Bistro,1910 Settlers Ridge Center Dr,Pittsburgh,PA,15205,40.4387476,-80.1465581,3.5,3,0,"American (New), Restaurants, Kosher",,,,,,,,,,,,,,,,,,,True,,,,u'average',True,False,u'none',u'casual',True,False,,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
69,4943,wjLgM9Ybe5shoUPRrGMmsQ,Coca Cafe,3811 Butler St,Pittsburgh,PA,15201,40.4672287,-79.9642028,3.0,532,1,"Restaurants, Breakfast & Brunch, Thai, Food, American (New), Coffee & Tea",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}",u'average',False,True,'none','casual',True,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,9:0-14:0,9:0-16:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,
70,5023,-FcuxZqsQ0FO35GEXExwjw,The Map Room Grill & Bar,1126 S Braddock Ave,Pittsburgh,PA,15218,40.4321990555,-79.8937211913,3.5,34,1,"Sandwiches, Seafood, Gastropubs, Restaurants, American (New)",,,,,,,,,,,,,,,,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,,u'average',False,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0
71,5063,ysJo5Jdo29XOBCnKrbUKWg,Paris 66,6018 Centre Ave,Pittsburgh,PA,15206,40.459956,-79.92427,3.5,254,1,"Breakfast & Brunch, Gluten-Free, Brasseries, Food, Restaurants, French, American (New), Creperies",,,,,,,,,,,,,,True,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}",u'average',True,False,u'full_bar',u'casual',True,False,True,False,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,17:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0
72,5145,4MyZEzAuoh8oXPzCEhw_FA,Lotsa Stone Fired Pizza,1733 E Carson St,Pittsburgh,PA,15203,40.428983605,-79.9808689914,4.0,15,1,"Restaurants, Pizza, Salad, Chicken Wings",,,,,,,,,,,,,False,True,False,False,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,True,u'none',,True,,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',,11:0-0:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-0:0,11:0-3:0,0:0-0:0
73,5241,35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,5102 Baum Blvd,Pittsburgh,PA,15224,40.4552906,-79.9436163,4.5,106,1,"Vegetarian, Restaurants, Indian, Halal",,,,,,,,,,,,,,True,True,False,False,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',True,False,u'none',,True,,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'free',,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,
74,5257,Ul6JwluSTm12PVDIqnNaTg,Kaya,2000 Smallman St,Pittsburgh,PA,15222,40.4516553,-79.9844699,4.0,718,1,"Caribbean, Latin American, Nightlife, Restaurants, Bars",,,,,,,False,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,True,True,False,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': None}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-21:0,11:30-23:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
